,id,Category_name,Category_number,Product,Manufacturer / product label / country of origin,Procured_in,Antioxidant_content_in_mmol/100g,Comment,Query,Amazon_url
2445,2446,Spices and herbs,22,"Fennel, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,18.91,5,Fennel++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fennel++leaves++dried
2446,2447,Spices and herbs,22,"Fennel, whole seeds, dried","TRS Wholesale CO, England",Norway,5.84,3,Fennel++whole+seeds++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fennel++whole+seeds++dried
2447,2448,Spices and herbs,22,"Fenugreek, seeds",India,India,2.09,3,Fenugreek++seeds,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fenugreek++seeds
2448,2449,Spices and herbs,22,"Fenugreek, whole",Asian Bazaar,Mexico,1.67,3,Fenugreek++whole,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fenugreek++whole
2449,2450,Spices and herbs,22,"Field bindweed, dried","The Norwegian Crop Research Institute, Norway",Norway,17.51,5,Field+bindweed++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Field+bindweed++dried
2450,2451,Spices and herbs,22,"Field forget‐me‐not, dried","The Norwegian Crop Research Institute, Norway",Norway,28.15,5,Field+forget‐me‐not++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Field+forget‐me‐not++dried
2451,2452,Spices and herbs,22,"Field horsetail (Equisetum arvense), leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,9.41,5,Field+horsetail++Equisetum+arvense+++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Field+horsetail++Equisetum+arvense+++leaves++dried
2452,2453,Spices and herbs,22,"Field restharrow (Ononis arvensis), root","The Norwegian Crop Research Institute, Norway",Norway,10.15,5,Field+restharrow++Ononis+arvensis+++root,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Field+restharrow++Ononis+arvensis+++root
2453,2454,Spices and herbs,22,"Figwort, dried","The Norwegian Crop Research Institute, Norway",Norway,8.69,5,Figwort++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Figwort++dried
2454,2455,Spices and herbs,22,"Fir clubmoss, dried","The Norwegian Crop Research Institute, Norway",Norway,10.58,5,Fir+clubmoss++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Fir+clubmoss++dried
2455,2456,Spices and herbs,22,"Garden Cat‐mint (Nepeta x faassenii), dried","The Norwegian Crop Research Institute, Norway",Norway,14.18,5,Garden+Cat‐mint++Nepeta+x+faassenii+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Garden+Cat‐mint++Nepeta+x+faassenii+++dried
2456,2457,Spices and herbs,22,"Garlic, dried ground",,USA,0.8,6,Garlic++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Garlic++dried+ground
2457,2458,Spices and herbs,22,"Garlic, dried ground","Black Boy, Rieber og søn",Norway,2.13,3,Garlic++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Garlic++dried+ground
2458,2459,Spices and herbs,22,"Garlic, dried ground",Rajah,Norway,1.61,3,Garlic++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Garlic++dried+ground
2459,2460,Spices and herbs,22,"Garlic, dried ground",Spice Cargo,Mexico,0.78,3,Garlic++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Garlic++dried+ground
2460,2461,Spices and herbs,22,"Garlic, raw paste",Japan,Japan,0.08,3,Garlic++raw+paste,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Garlic++raw+paste
2461,2462,Spices and herbs,22,Ginger,,Norway,2.79,3,Ginger,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger
2462,2463,Spices and herbs,22,Ginger,Mali,Mali,3.93,3,Ginger,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger
2463,2464,Spices and herbs,22,"Ginger (jengibre molido), dried ground",,Mexico,22.19,3,Ginger++jengibre+molido+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger++jengibre+molido+++dried+ground
2464,2465,Spices and herbs,22,"Ginger, dried",India,India,11.31,3,Ginger++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger++dried
2465,2466,Spices and herbs,22,"Ginger, dried ground","Santa Maria, Sweden",Norway,22.12,3,Ginger++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger++dried+ground
2466,2467,Spices and herbs,22,"Ginger, dried ground","Northwest Delights, USA",Norway,0.86,3,Ginger++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger++dried+ground
2467,2468,Spices and herbs,22,"Ginger, dried ground",Spice Cargo,Mexico,24.37,3,Ginger++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger++dried+ground
2468,2469,Spices and herbs,22,"Ginger, dried ground",,USA,21.57,6,Ginger++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger++dried+ground
2469,2470,Spices and herbs,22,"Ginger, raw paste",Japan,Japan,5.33,3,Ginger++raw+paste,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ginger++raw+paste
2470,2471,Spices and herbs,22,"Grass‐of‐Parnasuss (Parnassia palustris), dried","The Norwegian Crop Research Institute, Norway",Norway,52.27,5,Grass‐of‐Parnasuss++Parnassia+palustris+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Grass‐of‐Parnasuss++Parnassia+palustris+++dried
2471,2472,Spices and herbs,22,"Greater burdock, root","The Norwegian Crop Research Institute, Norway",Norway,14.26,5,Greater+burdock++root,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Greater+burdock++root
2472,2473,Spices and herbs,22,"Greater plantain, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,22.03,5,Greater+plantain++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Greater+plantain++leaves++dried
2473,2474,Spices and herbs,22,"Green mint, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,142.58,5,Green+mint++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Green+mint++leaves++dried
2474,2475,Spices and herbs,22,"Grey alder (Alnus incana), leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,59.27,5,Grey+alder++Alnus+incana+++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Grey+alder++Alnus+incana+++leaves++dried
2475,2476,Spices and herbs,22,"Ground‐ivy (Glechoma hederacea), dried","The Norwegian Crop Research Institute, Norway",Norway,31.72,5,Ground‐ivy++Glechoma+hederacea+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Ground‐ivy++Glechoma+hederacea+++dried
2476,2477,Spices and herbs,22,"Hazel, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,35.51,5,Hazel++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hazel++leaves++dried
2477,2478,Spices and herbs,22,"Heather, flower, dried","The Norwegian Crop Research Institute, Norway",Norway,56.98,5,Heather++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Heather++flower++dried
2478,2479,Spices and herbs,22,"Hoary plantain, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,29.35,5,Hoary+plantain++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hoary+plantain++leaves++dried
2479,2480,Spices and herbs,22,"Hollyhock, flower and leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,10.16,5,Hollyhock++flower+and+leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hollyhock++flower+and+leaves++dried
2480,2481,Spices and herbs,22,"Hop, cone","The Norwegian Crop Research Institute, Norway",Norway,30.96,5,Hop++cone,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hop++cone
2481,2482,Spices and herbs,22,"Hops, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,35.28,5,Hops++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hops++leaves++dried
2482,2483,Spices and herbs,22,"Horehound (Marrubium vulgare), dried","The Norwegian Crop Research Institute, Norway",Norway,12.49,5,Horehound++Marrubium+vulgare+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Horehound++Marrubium+vulgare+++dried
2483,2484,Spices and herbs,22,"Hound's tongue, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,32.65,5,Hound's+tongue++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hound's+tongue++leaves++dried
2484,2485,Spices and herbs,22,"Houseleek, dried","The Norwegian Crop Research Institute, Norway",Norway,5.24,5,Houseleek++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Houseleek++dried
2485,2486,Spices and herbs,22,"Hyssop, flower, dried","Norsk Øko‐Urt AB, Norway",Norway,52.29,5,Hyssop++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hyssop++flower++dried
2486,2487,Spices and herbs,22,"Hyssop, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,44.9,5,Hyssop++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Hyssop++leaves++dried
2487,2488,Spices and herbs,22,"Iceland moss (Cetraria islandica), dried","The Norwegian Crop Research Institute, Norway",Norway,0.71,5,Iceland+moss++Cetraria+islandica+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Iceland+moss++Cetraria+islandica+++dried
2488,2489,Spices and herbs,22,"Imperatoria ostruthium, rhizome","The Norwegian Crop Research Institute, Norway",Norway,27.56,5,Imperatoria+ostruthium++rhizome,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Imperatoria+ostruthium++rhizome
2489,2490,Spices and herbs,22,"Jalapeño Pepper, dried","Black Boy, Rieber og søn",Norway,8.25,3,Jalapeño+Pepper++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Jalapeño+Pepper++dried
2490,2491,Spices and herbs,22,"Japanese pepper, dried ground",Japan,Japan,36.92,3,Japanese+pepper++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Japanese+pepper++dried+ground
2491,2492,Spices and herbs,22,"Japanese rose, Ramanas rose, fruit shell, dried","The Norwegian Crop Research Institute, Norway",Norway,58.66,5,Japanese+rose++Ramanas+rose++fruit+shell++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Japanese+rose++Ramanas+rose++fruit+shell++dried
2492,2493,Spices and herbs,22,"Juniper berries, blue, dried","The Norwegian Crop Research Institute, Norway",Norway,19.29,5,Juniper+berries++blue++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Juniper+berries++blue++dried
2493,2494,Spices and herbs,22,"Juniper berries, coniferous litter, dried","The Norwegian Crop Research Institute, Norway",Norway,76.77,5,Juniper+berries++coniferous+litter++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Juniper+berries++coniferous+litter++dried
2494,2495,Spices and herbs,22,"Juniper berries, dried","Norsk Øko‐Urt AB, Norway",Norway,8.89,5,Juniper+berries++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Juniper+berries++dried
2495,2496,Spices and herbs,22,"Juniper berries, dried","Black Boy, Rieber og søn",Norway,9.27,3,Juniper+berries++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Juniper+berries++dried
2496,2497,Spices and herbs,22,"Juniper berries, green, dried","Norsk Øko‐Urt BA, Norway",Norway,8.42,5,Juniper+berries++green++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Juniper+berries++green++dried
2497,2498,Spices and herbs,22,"Juniper berries, green, dried","The Norwegian Crop Research Institute, Norway",Norway,80.26,5,Juniper+berries++green++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Juniper+berries++green++dried
2498,2499,Spices and herbs,22,"Kaloonji, whole seeds, dried","Ashiq Cash&Carry, England",Norway,1.02,3,Kaloonji++whole+seeds++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Kaloonji++whole+seeds++dried
2499,2500,Spices and herbs,22,"Knotgrass, dried","The Norwegian Crop Research Institute, Norway",Norway,16.62,5,Knotgrass++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Knotgrass++dried
2500,2501,Spices and herbs,22,"Lady's bedstraw, dried","The Norwegian Crop Research Institute, Norway",Norway,9.9,5,Lady's+bedstraw++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lady's+bedstraw++dried
2501,2502,Spices and herbs,22,"Lady's mantle, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,43.31,5,Lady's+mantle++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lady's+mantle++leaves++dried
2502,2503,Spices and herbs,22,"Lady's mantle, leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,24.99,5,Lady's+mantle++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lady's+mantle++leaves++dried
2503,2504,Spices and herbs,22,"Lavender, leaves and flower, dried","Norsk Øko‐Urt AB, Norway",Norway,29.61,5,Lavender++leaves+and+flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lavender++leaves+and+flower++dried
2504,2505,Spices and herbs,22,"Lemon balm (Melissa officinalis), leaves, fresh",Norway,Norway,1.32,3,Lemon+balm++Melissa+officinalis+++leaves++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lemon+balm++Melissa+officinalis+++leaves++fresh
2505,2506,Spices and herbs,22,"Lemon balm, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,125.33,5,Lemon+balm++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lemon+balm++leaves++dried
2506,2507,Spices and herbs,22,Lemon pepper,Santa Maria,Norway,0.66,,Lemon+pepper,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lemon+pepper
2507,2508,Spices and herbs,22,Lemon pepper,"Hindu, Norway",Norway,1.0,,Lemon+pepper,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lemon+pepper
2508,2509,Spices and herbs,22,"Lemon thyme, leaves and flower, dried","Norsk Øko‐Urt AB, Norway",Norway,92.18,5,Lemon+thyme++leaves+and+flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lemon+thyme++leaves+and+flower++dried
2509,2510,Spices and herbs,22,"Lemon thyme, leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,9.22,5,Lemon+thyme++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lemon+thyme++leaves++dried
2510,2511,Spices and herbs,22,"Liquorice, sweet‐root, root and rhizome","The Norwegian Crop Research Institute, Norway",Norway,2.71,5,Liquorice++sweet‐root++root+and+rhizome,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Liquorice++sweet‐root++root+and+rhizome
2511,2512,Spices and herbs,22,"Lovage (Levisticum officinale), leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,23.7,5,Lovage++Levisticum+officinale+++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lovage++Levisticum+officinale+++leaves++dried
2512,2513,Spices and herbs,22,"Lovage (Levisticum officinale), leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,36.17,5,Lovage++Levisticum+officinale+++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Lovage++Levisticum+officinale+++leaves++dried
2513,2514,Spices and herbs,22,"Maghaj, dried",India,India,0.27,3,Maghaj++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Maghaj++dried
2514,2515,Spices and herbs,22,"Maral Root (Leuzea carthamoides), leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,69.57,5,Maral+Root++Leuzea+carthamoides+++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Maral+Root++Leuzea+carthamoides+++leaves++dried
2515,2516,Spices and herbs,22,"Marigold (Calendula officinalis), flower and leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,9.83,5,Marigold++Calendula+officinalis+++flower+and+leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Marigold++Calendula+officinalis+++flower+and+leaves++dried
2516,2517,Spices and herbs,22,"Meadowsweet (Filipendula ulmaria), dried","The Norwegian Crop Research Institute, Norway",Norway,154.05,5,Meadowsweet++Filipendula+ulmaria+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meadowsweet++Filipendula+ulmaria+++dried
2517,2518,Spices and herbs,22,"Meadowsweet (Filipendula ulmaria), flower and leaves, dried","The Norwegian Crop Research Institute, Norway",Norway,117.77,5,Meadowsweet++Filipendula+ulmaria+++flower+and+leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meadowsweet++Filipendula+ulmaria+++flower+and+leaves++dried
2518,2519,Spices and herbs,22,"Meadowsweet (Filipendula ulmaria), flower, dried","Norsk Øko‐Urt AB, Norway",Norway,167.82,5,Meadowsweet++Filipendula+ulmaria+++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meadowsweet++Filipendula+ulmaria+++flower++dried
2519,2520,Spices and herbs,22,"Meadowsweet (Filipendula ulmaria), leaves, dried","Norsk Øko‐Urt AB, Norway",Norway,111.3,5,Meadowsweet++Filipendula+ulmaria+++leaves++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Meadowsweet++Filipendula+ulmaria+++leaves++dried
2520,2521,Spices and herbs,22,"Merian, dried","Santa Maria, Sweden",Norway,53.92,3,Merian++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Merian++dried
2521,2522,Spices and herbs,22,"Mint, dried","Onena Spices, Spain",Norway,71.95,3,Mint++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mint++dried
2522,2523,Spices and herbs,22,"Mint, Mentha spicata, fresh",,Norway,1.27,3,Mint++Mentha+spicata++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mint++Mentha+spicata++fresh
2523,2524,Spices and herbs,22,"Motherworth (Leonurus cardiaca), dried","The Norwegian Crop Research Institute, Norway",Norway,13.19,5,Motherworth++Leonurus+cardiaca+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Motherworth++Leonurus+cardiaca+++dried
2524,2525,Spices and herbs,22,"Mugwort, dried","The Norwegian Crop Research Institute, Norway",Norway,23.79,5,Mugwort++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mugwort++dried
2525,2526,Spices and herbs,22,"Mullein, flower, dried","The Norwegian Crop Research Institute, Norway",Norway,37.71,5,Mullein++flower++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mullein++flower++dried
2526,2527,Spices and herbs,22,Mustard powder,Spice Cargo,Mexico,10.3,3,Mustard+powder,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mustard+powder
2527,2528,Spices and herbs,22,Mustard powder,Colman's,Norway,10.39,3,Mustard+powder,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mustard+powder
2528,2529,Spices and herbs,22,"Mustard seed, yellow, ground",,USA,10.53,6,Mustard+seed++yellow++ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mustard+seed++yellow++ground
2529,2530,Spices and herbs,22,Mustard seeds,India,India,3.78,3,Mustard+seeds,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mustard+seeds
2530,2531,Spices and herbs,22,"Mustard seeds, brown, whole",Asian Bazaar,Mexico,6.7,3,Mustard+seeds++brown++whole,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mustard+seeds++brown++whole
2531,2532,Spices and herbs,22,"Mustard seeds, ground",Mexico,Mexico,9.44,3,Mustard+seeds++ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mustard+seeds++ground
2532,2533,Spices and herbs,22,"Mustard seeds, yellow, whole",Asian Bazaar,Mexico,7.52,3,Mustard+seeds++yellow++whole,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Mustard+seeds++yellow++whole
2533,2534,Spices and herbs,22,"Nettle, White Deaed, dried","The Norwegian Crop Research Institute, Norway",Norway,18.21,5,Nettle++White+Deaed++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Nettle++White+Deaed++dried
2534,2535,Spices and herbs,22,"Northern dock, dried","The Norwegian Crop Research Institute, Norway",Norway,43.61,5,Northern+dock++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Northern+dock++dried
2535,2536,Spices and herbs,22,"Northern dock, root","The Norwegian Crop Research Institute, Norway",Norway,56.69,5,Northern+dock++root,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Northern+dock++root
2536,2537,Spices and herbs,22,"Nutmeg (Jalwatri), dried","Roopaks, Ajmal Khan, N. Dehli",India,19.42,3,Nutmeg++Jalwatri+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Nutmeg++Jalwatri+++dried
2537,2538,Spices and herbs,22,"Nutmeg, dried",India,India,33.0,3,Nutmeg++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Nutmeg++dried
2538,2539,Spices and herbs,22,"Nutmeg, dried ground","Black Boy, Rieber og søn",Norway,20.32,3,Nutmeg++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Nutmeg++dried+ground
2539,2540,Spices and herbs,22,"Nutmeg, dried ground",Mexico,Mexico,43.52,3,Nutmeg++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Nutmeg++dried+ground
2540,2541,Spices and herbs,22,"Nutmeg, whole, dried","Jaifal, England",Norway,15.83,3,Nutmeg++whole++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Nutmeg++whole++dried
2541,2542,Spices and herbs,22,"Onion, dried ground",,USA,0.95,6,Onion++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Onion++dried+ground
2542,2543,Spices and herbs,22,"Oregano (oregano entero), dried",La Surtidora,Mexico,73.77,3,Oregano++oregano+entero+++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++oregano+entero+++dried
2543,2544,Spices and herbs,22,"Oregano, dried",,USA,40.3,6,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2544,2545,Spices and herbs,22,"Oregano, dried",Greece,Norway,45.58,3,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2545,2546,Spices and herbs,22,"Oregano, dried","Norsk Øko‐Urt AB, Norway",Norway,89.51,5,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2546,2547,Spices and herbs,22,"Oregano, dried",Mexico,Mexico,47.64,3,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2547,2548,Spices and herbs,22,"Oregano, dried","Gökqehan, Turkey",Norway,96.64,3,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2548,2549,Spices and herbs,22,"Oregano, dried","Hindu, Norway",Norway,48.02,3,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2549,2550,Spices and herbs,22,"Oregano, dried","Black Boy, Rieber og søn",Norway,44.99,3,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2550,2551,Spices and herbs,22,"Oregano, dried",Santa Maria,Norway,21.42,,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2551,2552,Spices and herbs,22,"Oregano, dried",McCormick,Mexico,82.61,3,Oregano++dried,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++dried
2552,2553,Spices and herbs,22,"Oregano, fresh",Norway,Norway,3.75,3,Oregano++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++fresh
2553,2554,Spices and herbs,22,"Oregano, fresh","Gartner, BAMA, Norway",Norway,3.81,3,Oregano++fresh,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Oregano++fresh
2554,2555,Spices and herbs,22,"Orpine (Sedum telephium), rhizome","The Norwegian Crop Research Institute, Norway",Norway,57.83,5,Orpine++Sedum+telephium+++rhizome,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Orpine++Sedum+telephium+++rhizome
2555,2556,Spices and herbs,22,"Paprika (powder), dried ground",Rajah,Norway,6.78,3,Paprika++powder+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paprika++powder+++dried+ground
2556,2557,Spices and herbs,22,"Paprika (powder), dried ground",,USA,8.6,6,Paprika++powder+++dried+ground,https://www.amazon.com/s/ref=nb_sb_noss?url=search-alias%3Daps&field-keywords=Paprika++powder+++dried+ground
